Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Weight,Price_euros,SSD,HDD,Hybrid,Flash_Storage,Cpu_brand,Cpu_speed,price_per_inch
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,1064.0,0,500,0,0,Intel Core i5 7200U,2.5,68.2051282051282
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon 530,Windows 10,2.2,919.0,256,0,0,0,Intel Core i7 8550U,1.8,58.91025641025641
Dell,Notebook,15.6,Full HD 1920x1080,16,AMD Radeon 530,Windows 10,2.2,1135.0,256,2048,0,0,Intel Core i7 8550U,1.8,72.75641025641026
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 960,Windows 10,3.31,1196.0,128,1024,0,0,Intel Core i7 6700HQ,2.6,76.66666666666667
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,32,Nvidia GeForce GTX 1070,Windows 10,4.42,3147.37,512,1024,0,0,Intel Core i7 7700HQ,2.8,181.92890173410404
Dell,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.56,1229.0,256,0,0,0,Intel Core i5 6300U,2.4,87.78571428571429
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Windows 10,2.2,419.0,0,500,0,0,Intel Celeron Dual Core N3350,1.1,26.85897435897436
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 10,2.2,535.0,0,500,0,0,Intel Core i5 6200U,2.3,34.2948717948718
HP,Notebook,15.6,1920x1080,6,AMD Radeon R5 M430,Windows 10,2.04,539.0,0,1024,0,0,Intel Core i3 6006U,2.0,34.55128205128205
MSI,Gaming,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 1060,Windows 10,2.7,1486.77,128,1024,0,0,Intel Core i7 7700HQ,2.8,85.94046242774566
Toshiba,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,498.0,128,0,0,0,Intel Core i3 6100U,2.1,31.923076923076923
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.06,955.0,0,1024,0,0,Intel Core i5 7200U,2.5,61.21794871794872
HP,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon 530,Windows 10,2.1,745.0,0,1024,0,0,Intel Core i7 7500U,2.7,47.756410256410255
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.0,1258.0,256,0,0,0,Intel Core i5 7200U,2.5,80.64102564102565
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Linux,2.1,412.0,128,0,0,0,Intel Core i3 6006U,2.0,26.41025641025641
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,8,Intel Iris Plus Graphics 640,Windows 10 S,1.252,1867.85,256,0,0,0,Intel Core i7 7600U,2.8,138.35925925925926
Lenovo,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon R5 M430,Windows 10,1.9,817.95,128,1024,0,0,Intel Core i5 7200U,2.5,52.43269230769232
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.3,1034.0,256,0,0,0,Intel Core i5 7200U,2.5,77.74436090225564
Lenovo,Notebook,15.6,1366x768,4,AMD Radeon R2 Graphics,Windows 10,2.2,349.0,128,0,0,0,AMD E-Series E2-9000,2.2,22.371794871794872
HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,4,Nvidia GeForce 940MX,Windows 10,1.63,699.0,128,0,0,0,Intel Core i3 7100U,2.4,49.92857142857143
MSI,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1050,Windows 10,2.4,1294.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,82.94871794871796
Asus,Ultrabook,14.0,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.1,1135.0,256,0,0,0,Intel Core i5 7200U,2.5,81.07142857142857
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,8,Intel HD Graphics 500,Chrome OS,1.4,495.0,0,0,0,64,Intel Celeron Dual Core N3350,1.1,42.67241379310345
LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.09,2299.0,512,0,0,0,Intel Core i7 8550U,1.8,147.37179487179486
Acer,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1299.0,256,0,0,0,Intel Core i5 7300HQ,2.5,83.26923076923077
MSI,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,997.9,256,0,0,0,Intel Core i5 7300HQ,2.5,63.96794871794872
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 500,Windows 10,1.86,419.0,128,0,0,0,Intel Celeron Dual Core N3350,1.1,26.85897435897436
Dell,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,3.21,2051.0,128,1024,0,0,Intel Core i5 7300HQ,2.5,131.47435897435898
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,4,AMD Radeon R5 520,Windows 10,2.5,699.0,256,0,0,0,Intel Core i3 6006U,2.0,40.40462427745665
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.19,1499.0,512,0,0,0,Intel Core i7 8550U,1.8,112.70676691729322
Dell,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,3.49,2813.75,256,1024,0,0,Intel Core i7 7820HK,2.9,180.36858974358967
HP,Notebook,15.6,1366x768,4,AMD Radeon 520,Windows 10,1.86,612.61,0,500,0,0,Intel Core i5 7200U,2.5,39.2698717948718
Dell,Notebook,15.6,1366x768,4,AMD Radeon R5 M430,Windows 10,2.2,545.67,0,1024,0,0,Intel Core i3 6006U,2.0,34.97884615384615
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,6,AMD Radeon R7 M440,Windows 10,2.65,569.0,0,2048,0,0,AMD A10-Series 9600P,2.4,32.89017341040462
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 510,Windows 10,2.1,318.0,0,500,0,0,Intel Celeron Dual Core 3855U,1.6,20.384615384615387
Acer,Notebook,14.0,1366x768,4,Intel HD Graphics 510,Chrome OS,1.45,375.0,0,0,0,32,Intel Celeron Dual Core 3855U,1.6,26.785714285714285
Lenovo,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,1.7,699.0,256,0,0,0,Intel Core i5 7200U,2.5,49.92857142857143
HP,Workstation,17.3,Full HD 1920x1080,8,Nvidia Quadro M1200,Windows 10,3.14,1907.99,0,500,0,0,Intel Core i7 7700HQ,2.8,110.28843930635838
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,8,Intel HD Graphics 620,Windows 10,1.42,2590.0,256,0,0,0,Intel Core i7 7500U,2.7,185.0
Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.5,973.0,256,0,0,0,Intel Core i5 7200U,2.5,73.1578947368421
Acer,Netbook,11.6,1366x768,4,Intel HD Graphics,Windows 10,1.4,269.0,0,0,0,32,Intel Celeron Dual Core N3050,1.6,23.1896551724138
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,16,Intel HD Graphics 620,Windows 10,1.38,1749.0,512,0,0,0,Intel Core i7 7500U,2.7,124.92857142857144
Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,4,Intel HD Graphics 515,Chrome OS,1.2,669.0,0,0,0,64,Intel Core M M3-6Y30,0.9,53.52
Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,16,Intel HD Graphics 520,Windows 10,1.36,1877.0,512,0,0,0,Intel Core i7 6500U,2.5,141.12781954887217
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,4,AMD Radeon 530,Windows 10,2.1,689.0,0,500,0,0,Intel Core i7 7500U,2.7,44.16666666666666
Dell,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.56,819.0,0,1024,0,0,Intel Core i5 7300HQ,2.5,52.5
Lenovo,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon 530,Windows 10,2.2,399.0,256,0,0,0,AMD A9-Series 9420,2.9,25.57692307692308
Lenovo,Notebook,15.6,1366x768,8,AMD Radeon R7,Windows 10,2.2,429.0,0,1024,0,0,AMD A12-Series 9720P,3.6,27.5
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,2.1,621.45,0,2048,0,0,Intel Core i5 7200U,2.5,39.83653846153847
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 520,No OS,1.9,450.0,0,500,0,0,Intel Core i3 6006U,2.0,28.846153846153847
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.18,795.0,256,0,0,0,Intel Core i5 7200U,2.5,50.96153846153846
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.6,999.0,256,0,0,0,Intel Core i5 8250U,1.6,75.11278195488721
Lenovo,Workstation,15.6,Full HD 1920x1080,16,Nvidia Quadro M520M,Windows 7,2.18,1855.0,512,0,0,0,Intel Core i7 6500U,2.5,118.9102564102564
Lenovo,Notebook,14.0,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.8,1191.0,256,0,0,0,Intel Core i5 6300HQ,2.3,85.07142857142857
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,6,AMD Radeon 530,Windows 10,2.71,655.01,0,2048,0,0,AMD A10-Series 9620P,2.5,37.86184971098265
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1249.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,80.06410256410257
Dell,Notebook,14.0,Full HD 1920x1080,8,Nvidia GeForce 930MX,Linux,1.64,1089.0,256,0,0,0,Intel Core i5 7440HQ,2.8,77.78571428571429
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Linux,1.98,726.0,0,1024,0,0,Intel Core i5 7200U,2.5,46.53846153846154
Asus,Notebook,14.0,Full HD 1920x1080,4,Intel HD Graphics 500,Windows 10,1.5,298.0,0,0,0,32,Intel Celeron Dual Core N3350,1.1,21.285714285714285
Dell,Notebook,15.6,Full HD 1920x1080,16,Intel HD Graphics 620,Windows 10,1.93,1426.66,512,0,0,0,Intel Core i5 7300U,2.6,91.45256410256412
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8,Nvidia GeForce 920MX,Windows 10,1.87,857.07,256,0,0,0,Intel Core i5 7200U,2.5,61.21928571428572
Dell,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.9,1179.0,256,0,0,0,Intel Core i5 7300U,2.6,75.57692307692308
Lenovo,Notebook,15.6,1366x768,4,AMD Radeon R4,Windows 10,2.19,298.0,0,500,0,0,AMD A6-Series 7310,2.0,19.102564102564106
Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1200,4,Intel HD Graphics 400,Windows 10,1.4,265.0,0,32,0,0,Intel Atom Z8350,1.92,18.928571428571427
HP,Notebook,17.3,Full HD 1920x1080,8,Nvidia GeForce 930MX,Windows 10,2.63,1200.0,256,0,0,0,Intel Core i7 7500U,2.7,69.36416184971098
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,8,Intel HD Graphics 520,Windows 10,1.17,1686.64,512,0,0,0,Intel Core i7 6500U,2.5,120.47428571428571
HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,8,Intel HD Graphics 620,Windows 10,1.58,836.6,256,0,0,0,Intel Core i5 7200U,2.5,62.90225563909775
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.32,1499.0,256,0,0,0,Intel Core i5 7200U,2.5,107.07142857142856
Dell,Gaming,17.3,4K Ultra HD 3840x2160,32,Nvidia GeForce GTX 1070,Windows 10,4.36,3659.4,1024,1024,0,0,Intel Core i7 7700HQ,2.8,211.52601156069363
MSI,Gaming,17.3,Full HD 1920x1080,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1348.48,128,1024,0,0,Intel Core i7 7700HQ,2.8,77.94682080924855
Lenovo,Notebook,15.6,1366x768,4,Intel HD Graphics 620,No OS,1.9,489.9,0,1024,0,0,Intel Core i5 7200U,2.5,31.40384615384616
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon 530,Windows 10,2.2,719.0,128,1024,0,0,Intel Core i5 8250U,1.6,46.08974358974359
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,4,Intel HD Graphics 620,Windows 10,1.71,649.0,0,1024,0,0,Intel Core i3 7100U,2.4,48.796992481203006
Dell,Notebook,15.6,1366x768,8,AMD Radeon R7 M445,Linux,2.32,589.52,0,1024,0,0,Intel Core i5 7200U,2.5,37.78974358974359
HP,Notebook,15.6,Full HD 1920x1080,4,AMD Radeon 520,Windows 10,2.1,489.0,0,1024,0,0,AMD A9-Series 9420,3.0,31.346153846153847
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,4.2,1935.0,128,1024,0,0,Intel Core i7 6700HQ,2.6,111.84971098265896
Dell,Notebook,15.6,1366x768,12,Intel HD Graphics 620,Windows 10,2.25,649.0,0,1024,0,0,Intel Core i5 7200U,2.5,41.6025641025641
HP,Notebook,15.6,Full HD 1920x1080,6,AMD Radeon 520,Windows 10,2.1,650.0,128,1024,0,0,AMD A9-Series A9-9420,3.0,41.66666666666666
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.4,559.0,0,500,0,0,Intel Core i5 7200U,2.5,35.833333333333336
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.44,960.0,256,0,0,0,Intel Core i5 7200U,2.5,72.18045112781955
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,1.85,779.0,0,1024,0,0,Intel Core i7 7500U,2.7,49.93589743589744
HP,Workstation,15.6,Full HD 1920x1080,16,Nvidia Quadro M2200,Windows 10,2.6,2419.0,256,0,0,0,Intel Core i7 7700HQ,2.8,155.06410256410257
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8,Intel UHD Graphics 620,Windows 10,1.55,659.0,0,1024,0,0,Intel Core i5 8250U,1.6,49.54887218045113
MSI,Gaming,15.6,Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.8,2094.48,256,1024,0,0,Intel Core i7 7700HQ,2.8,134.26153846153846
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.4,410.8,0,500,0,0,Intel Core i3 6006U,2.0,26.333333333333336
Dell,Notebook,15.6,Full HD 1920x1080,8,Nvidia GeForce 940MX,Windows 10,2.0,1207.0,128,1024,0,0,Intel Core i7 7500U,2.7,77.37179487179488
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 520,Windows 10,2.0,665.0,256,0,0,0,Intel Core i3 6006U,2.0,42.62820512820513
Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.25,1535.0,256,0,0,0,Intel Core i5 7200U,2.5,109.64285714285714
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.7,999.0,256,0,0,0,Intel Core i5 7200U,2.5,71.35714285714286
Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,16,Nvidia Quadro M520M,Windows 10,2.5,3299.0,1024,0,0,0,Intel Core i7 7600U,2.8,211.47435897435892
Acer,Notebook,14.0,1366x768,2,Intel HD Graphics 400,Chrome OS,1.68,330.0,0,0,0,32,Intel Celeron Dual Core N3060,1.6,23.571428571428573
Samsung,Ultrabook,13.3,Full HD 1920x1080,16,Intel HD Graphics 620,Windows 10,0.81,1649.0,256,0,0,0,Intel Core i7 7500U,2.7,123.98496240601504
HP,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.86,539.0,256,0,0,0,Intel Core i3 6006U,2.0,34.55128205128205
Dell,Notebook,14.0,1366x768,8,Intel HD Graphics 620,Windows 10,1.6,1126.71,256,0,0,0,Intel Core i5 7200U,2.5,80.47928571428572
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,16,Nvidia Quadro M2000M,Windows 7,3.0,4389.0,256,0,0,0,Intel Xeon E3-1535M v5,2.9,253.6994219653179
Lenovo,Netbook,11.6,Touchscreen 1366x768,4,Intel HD Graphics 400,Windows 10,1.4,475.0,128,0,0,0,Intel Celeron Dual Core N3060,1.6,40.94827586206897
HP,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 520,Windows 10,1.84,1900.0,256,0,0,0,Intel Core i5 6300U,2.4,121.7948717948718
Asus,Notebook,15.6,1366x768,4,Nvidia GeForce GTX 950M,No OS,2.45,579.0,0,1024,0,0,Intel Core i5 6300HQ,2.3,37.11538461538461
Lenovo,Ultrabook,14.0,Full HD 1920x1080,4,Intel HD Graphics 520,Windows 10,1.7,1096.0,180,0,0,0,Intel Core i5 6200U,2.3,78.28571428571429
Asus,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.37,849.9,256,0,0,0,Intel Core i7 7500U,2.7,54.48076923076923
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,8,Intel HD Graphics 540,Windows 10,1.3,1199.0,256,0,0,0,Intel Core i5 6260U,1.8,90.15037593984962
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,128,1024,0,0,Intel Core i5 7300HQ,2.5,70.44871794871796
HP,Workstation,15.6,Full HD 1920x1080,8,Nvidia Quadro M1000M,Windows 7,2.59,1561.0,256,0,0,0,Intel Core i7 6700HQ,2.6,100.06410256410255
Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,16,Nvidia GeForce GTX 1070,Windows 10,4.42,2868.99,256,1024,0,0,Intel Core i7 7700HQ,2.8,183.90961538461536
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 620,Windows 10,2.1,599.0,256,0,0,0,Intel Core i5 7200U,2.5,38.3974358974359
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.5,1048.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,67.17948717948718
Dell,Ultrabook,12.5,Full HD 1920x1080,16,Intel HD Graphics 620,Windows 10,1.18,1859.0,256,0,0,0,Intel Core i7 7600U,2.8,148.72
Google,Ultrabook,12.3,Touchscreen 2400x1600,8,Intel HD Graphics 615,Chrome OS,1.1,1559.0,256,0,0,0,Intel Core i5 7Y57,1.2,126.74796747967478
Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,8,Intel HD Graphics 620,Windows 10,1.2,1129.0,256,0,0,0,Intel Core i5 7200U,2.5,84.88721804511277
Dell,Notebook,13.3,1366x768,4,Intel HD Graphics 520,Windows 10,1.65,849.0,0,500,0,0,Intel Core i3 6006U,2.0,63.83458646616541
Acer,Notebook,13.3,1366x768,4,Intel HD Graphics 520,Windows 10,1.6,655.0,128,0,0,0,Intel Core i5 6200U,2.3,49.24812030075188
Asus,Notebook,17.3,1366x768,4,Nvidia GeForce 920MX,Windows 10,2.8,470.34,0,1024,0,0,Intel Pentium Quad Core N4200,1.1,27.18728323699422
Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,16,Nvidia GeForce GTX 960M,Windows 10,2.72,1099.0,128,1024,0,0,Intel Core i7 6700HQ,2.6,70.44871794871796
Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.31,1599.0,256,0,0,0,Intel Core i7 7500U,2.7,120.22556390977444
Acer,Notebook,15.6,1366x768,4,Intel HD Graphics 505,Linux,2.1,298.0,0,1024,0,0,Intel Pentium Quad Core N4200,1.1,19.102564102564106
Dell,Notebook,15.6,Full HD 1920x1080,16,AMD Radeon R7 M445,Windows 10,2.3,1181.27,256,0,0,0,Intel Core i7 7500U,2.7,75.7224358974359
Samsung,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,16,AMD Radeon 540,Windows 10,1.71,1799.0,256,0,0,0,Intel Core i7 7500U,2.7,119.93333333333334
Toshiba,Notebook,14.0,IPS Panel 1366x768,4,Intel HD Graphics 520,Windows 10,1.75,1020.0,128,0,0,0,Intel Core i5 6200U,2.3,72.85714285714286
Dell,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.62,1099.0,0,1024,0,0,Intel Core i7 7700HQ,2.8,70.44871794871796
HP,Ultrabook,12.5,1366x768,4,Intel HD Graphics 520,Windows 10,1.26,1244.0,256,0,0,0,Intel Core i5 6200U,2.3,99.52
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,12,Nvidia GeForce 940MX,Windows 10,2.3,839.0,0,2048,0,0,Intel Core i7 7500U,2.7,53.782051282051285
Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,16,Nvidia Quadro M2000M,Windows 7,2.5,2370.0,512,0,0,0,Intel Core i7 6820HQ,2.7,151.92307692307693
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,4,Intel HD Graphics 620,Windows 10,1.8,636.0,128,0,0,0,Intel Core i3 7100U,2.4,45.42857142857143
Razer,Gaming,14.0,Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.95,2899.0,512,0,0,0,Intel Core i7 7700HQ,2.8,207.07142857142856
Asus,Notebook,15.6,1920x1080,8,Intel HD Graphics 505,Windows 10,2.0,581.9,128,0,0,0,Intel Pentium Dual Core N4200,1.1,37.30128205128205
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,32,Nvidia GeForce GTX 1070M,Windows 10,4.42,3588.8,1024,1024,0,0,Intel Core i7 7700HQ,2.8,207.4450867052023
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1070,Windows 10,4.3,2350.0,256,1024,0,0,Intel Core i7 6700HQ,2.6,135.83815028901734
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,16,Nvidia GeForce 930M,Windows 10,1.47,1764.0,512,0,0,0,Intel Core i7 6600U,2.6,126.0
Lenovo,Notebook,15.6,1366x768,8,Intel HD Graphics 405,No OS,2.2,329.0,0,1024,0,0,Intel Celeron Quad Core N3710,1.6,21.08974358974359
Lenovo,Ultrabook,14.0,Full HD 1920x1080,16,Intel HD Graphics 620,Windows 10,1.7,2299.0,512,0,0,0,Intel Core i7 7500U,2.7,164.21428571428572
MSI,Gaming,14.0,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,1.6,1891.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,135.07142857142858
MSI,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1089.0,128,1024,0,0,Intel Core i5 7300HQ,2.5,69.8076923076923
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,4,Nvidia GeForce GTX 1050,Windows 10,2.4,999.0,0,1024,0,0,Intel Core i7 7700HQ,2.8,64.03846153846153
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,16,Nvidia GeForce GTX 1060,Windows 10,4.2,2299.0,256,1024,0,0,Intel Core i7 7700HQ,2.8,132.89017341040463
Dell,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX 1050,Windows 10,2.62,985.0,256,0,0,0,Intel Core i5 7300HQ,2.5,63.14102564102564
Asus,Gaming,15.6,Full HD 1920x1080,8,Nvidia GeForce GTX1060,Windows 10,2.24,1339.0,128,1024,0,0,Intel Core i7 7700HQ,2.8,85.83333333333333
Vero,Notebook,14.0,1920x1080,4,Intel HD Graphics 500,Windows 10,1.22,202.9,0,0,0,32,Intel Celeron Dual Core N3350,1.1,14.492857142857144
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.37,1970.0,512,0,0,0,Intel Core i7 7500U,2.7,148.12030075187968
Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,8,AMD Radeon R7 M460,Windows 10,2.08,959.0,256,0,0,0,Intel Core i5 7200U,2.5,61.47435897435898
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,8,Intel HD Graphics 5300,Mac OS X,0.92,1165.0,0,0,0,512,Intel Core M,1.2,97.08333333333331
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,8,Intel HD Graphics 620,Windows 10,1.42,2330.0,256,0,0,0,Intel Core i5 7200U,2.5,166.42857142857142
Asus,Notebook,14.0,1366x768,4,Intel HD Graphics 500,Windows 10,1.63,299.0,0,0,0,32,Intel Celeron Dual Core N3350,1.1,21.357142857142858
Dell,Notebook,15.6,1366x768,8,Intel HD Graphics 620,Windows 10,1.95,810.0,128,0,0,0,Intel Core i5 7200U,2.5,51.92307692307693
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8,Intel HD Graphics 620,Windows 10,1.38,1349.0,256,0,0,0,Intel Core i7 7500U,2.7,97.05035971223022
Dell,Notebook,15.6,Full HD 1920x1080,8,AMD Radeon R5 M420X,Windows 10,2.0,739.0,256,0,0,0,Intel Core i3 6006U,2.0,47.37179487179488
HP,Workstation,15.6,Full HD 1920x1080,8,Nvidia Quadro M2200,Windows 10,3.14,2064.9,256,0,0,0,Intel Core i7 7700HQ,2.8,132.3653846153846
Asus,Notebook,15.6,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,2.37,1099.0,256,0,0,0,Intel Core i5 7200U,2.5,70.44871794871796
Dell,Ultrabook,13.3,Full HD 1920x1080,8,Intel HD Graphics 620,Windows 10,1.29,1499.0,256,0,0,0,Intel Core i5 7200U,2.5,112.70676691729322
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,8,Nvidia GeForce GTX 1050,Windows 10,2.06,1749.0,256,0,0,0,Intel Core i5 7300HQ,2.5,112.1153846153846
Dell,Netbook,11.6,1366x768,4,Intel HD Graphics 505,Windows 10,1.63,744.0,128,0,0,0,Intel Pentium Quad Core N4200,1.1,64.13793103448276
HP,Netbook,12.5,1366x768,8,Intel HD Graphics 620,Windows 10,1.26,1389.0,256,0,0,0,Intel Core i5 7300U,2.6,111.12
Toshiba,Notebook,15.6,1366x768,4,Intel HD Graphics 520,Windows 10,2.1,780.0,0,500,0,0,Intel Core i5 6200U,2.3,50.0
HP,Notebook,15.6,1366x768,8,AMD Radeon R7 Graphics,Windows 10,2.04,629.0,0,2048,0,0,AMD A12-Series 9700P,2.5,40.320512820512825
Dell,Gaming,15.6,4K Ultra HD 3840x2160,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1679.0,512,0,0,0,Intel Core i7 7700HQ,2.8,107.62820512820512
Lenovo,Notebook,15.6,Full HD 1920x1080,4,Nvidia GeForce 920M,Windows 10,2.4,609.0,0,1024,0,0,Intel Core i5 7200U,2.5,39.03846153846154
